Timestamp,Aimag,Title (100),Title Korean (100),Description Korean (255),Description (255),About ,About Korean,Cover (Link),Thumbnail (Link)
1/23/2023 9:09:42,Bayan-Ölgii,Altai Tavan Bogd,알타이타왕 벅드  ,"몽골의 서북부에서 동남부로 뻗어 있는 고비알타이 아이막 지역을 거쳐 900KM 이어지는 몽골 알타이산맥의 서부 끝에 위치하는 산이다. 이 산에서 여러 강이 발원하며 몽골에서 가장 큰 얼음강이 있다, 가장 낮은 지대는 해발 1.800m 이다. ","Mount Tavan Bogd is located on the border of Tsengel and Ulaankhus sub-districts of Bayan-Olgii Province and is part of the Altai Tavan Bogd Natural Park. Mount Tavan Bogd is one of the highest mountains in Mongolia and has six snow-capped peaks above 4000 meters. Khut Peak 4,374m (Mr. Peak). Friendship Peak 4,192m (border crossing of 3 countries). Tsagaan Suvara Peak 4152m. Eagle Peak 4,068m. Malchin Peak 4,051m. Ulyi Peak 4,050m. There are more than 10 big glaciers in Tavan Bogd Mountains: Potanin, Alexander and Grane, the largest and longest is the Potanin glacier (20 km). The Potanin Glacier is the source of the Milk River or the White River. Altai Tavan Bogd is one of the most unstable places in Mongolia in terms of weather. Here, it is common for the sun to burn, snow, rain, and storm to occur in one day and one hour. In other words, you can see 4 seasons there in one day.",,,demo/landmarks/Алтай Таван Богд.jpg,demo/landmarks/Алтай Таван Богд2.jpeg
1/24/2023 2:21:39,Bulgan,Khogne Tarna Natural Park.,후근타른 국립공원 ,후근타른 국립공원은 울란바토로에서 256km 떨어져 있다.,"Khogne Tarna Natural Park. Khogne-Tarna Natural Park, which is 256 km away from the city of Ulaanbaatar, crosses the territory of Gurvanbulag of Bulgan province, Rashaant, and Burd of Ovorkhangai province, with a total area of 84,390 hectares. Mt. Khognekhaan has been worshiped as ""Khan"" since ancient times, and there is a sacrificial mound here. , Sant Ovo and Baga Khan Ovo are sacred places. Hognehaan Mountain was one of the four Han mountains that were worshiped with religious importance during the Bogd Khanate of Mongolia. The surface of this area consists of small, low mountains and valleys with a height of 1,500-2,000 m in the Orkhon-Tuul Basin, and the interspersed plains. The mountains included in the Khoknohaan mountain system are relatively low, and the highest peak, Tsetzerleg, is 1968.8 m high. The lowest mountains and valleys on its outskirts are 1300-1500 m high. The largest river of the complex originates from the northern body of East Khairkhan Mountain, one of the small mountains in the eastern part of the Khangai Range, and flows into the Tarn River and the Tuul River. This river is included in the Orkhon-Tuul basin. Ar Jargalant and Chuluut rivers flow from the right side of the Tarn river. There are almost no streams in the mountains, but there are many springs with good underground water resources. On the west side of the Tarn River, there is a sand bar called ""Great Mongolian Sand"" that stretches for about 80 km to the southeast. This large-scale sand accumulation is the widest (9-10 km) of the Tarna and Elst rivers near the confluence of the Charlin and Jargalant rivers, the source of the Tarn river, and the Ikh Mongol mountain (1675.0 m) and almost below Chuluut mound (1525.9 m) in Gurvanbulag of Bulgan province. A narrow strip (3.5 km) extends to the center of Soum.",,,demo/landmarks/Хөгнө тарна 1.jpg,demo/landmarks/Хөгнө тарна.jpg
1/24/2023 2:43:41,Bulgan,Mount Urantogo,오랑터거산,"오랑터거산은 볼강 아이막 호탁-언더르 솜의 위치한다.  울란바토로에사 무릉가는 길에 있는 사화산이다. 이산을 1965년에 국가보호지역으로 지정하였다. 해발 1686m이며, 정상 넓이는 500-600m, 깊이는 50-60m이다. ","Mount Uran Togo is an extinct volcano located in the Khutag-Ondur Sum area of Bulgan province, near the paved road from Ulaanbaatar to Murun. This mountain was taken under special state protection in 1965. It is 1686 meters above sea level and has a 500-600 meters wide and 50-60 meters deep crater at the top. The crater has a lake with a diameter of about 20 meters and a depth of 1.5 meters, and the lake is surrounded by forests. Tulga, Togoo, and Jalavch mountains are located 12 km south of Urantogo mountain, and they are the mountains that rose during the Quaternary. It is believed that Urantogo mountain peaked 20,000-25,000 years ago and then died down. The crater of Tulga mountain was broken to the northeast, south, and northwest, and it was left as a three-part round wall head like the three stones of the tulga. These cracks look like three pillars, so they are called Pillars. Mount Tulga is 1540 meters above sea level. The height of Togoo Mountain is 1620 meters, the rim of the crater is intact and about 400 meters across, and the depth is 100 meters, and it is shaped like a big sheep crater. To the west of Togoo Mountain is a mountain called Jalavch, and the edge of the family spread only one place to the west. The mountain is 1560 meters above sea level.",,,demo/landmarks/Уран тогоо уул 1.jpg,demo/landmarks/Уран тогоо 3.jpg
1/24/2023 3:09:23,Bulgan,Shiveet Red Complex,시웨트 올란 공원,Y-YIII 돌궐 왕의 기념  공원이다.,"About 30 kilometers south of the center of Bayan-Agt sum, on the north side of the Hanui river, on the top of the mountain called Shiveet zhud, there is a complex dedicated to the Turkic king Elteres Kutlug of the Y-YIII centuries. There were 9 stone men, 4 stone lions, and 4 stone sheep. The stone men are dressed in robes with pointed collars and small square pendants on the back of the collar. One stone man wears a flap on his right hip and holds a daemon in both hands, another holds a sword in his right hand on his lap and the left hand holds the upper part of the scabbard of the sword.",,,demo/landmarks/шивээт улаан.jpg,demo/landmarks/Шивээт улааны дурсгал.jpg
1/24/2023 3:11:38,Bayan-Ölgii,Potan Glacier,포타니 얼음 강 ,"아이막 중심지에서 200km 떨어져 있다. 몽골 알타이 산맥에 10여개의 강이 있다, ","200 km from the center of the province, on the Altai Tavan Bogd Mountain in the Mongolian Altai Mountains, there are more than 10 large glaciers: Potanin, Alexander, and Grane, and the largest and longest is the Potanin Glacier. There is a geographical description that the length of the glacier is 20 km, the width is 5 km, and the area it occupies is 53.5 km/km, but in fact, the length of the Potanin Glacier is 10.4 km and the area is 24.3 km/km. The flow takes place from 4365 meters to 2873 meters.",,,demo/landmarks/потаны мөсөн гол .jpg,demo/landmarks/потаны  мөсөн гол2.jfif
1/24/2023 3:21:38,Bayan-Ölgii,Petroglyphs of White Branch of Baga Oigar,바그 오가르  암각화 ,"바양울기 아이막 울란호스 솜에 위치하는  알타이타왕복드의 바그 오가르 라는 곳에 있다. 넓이는 500m, 길이는 15km 에 곳에 여러 암각화들이 있다, 또 한 석기시대때 부터 청동기 시대  까지 포함해 약 8000년의 역사를 지니고 있다. ","In Ulaankhus sum area of Bayan-Olgii province, it is located in the river basin of Baga Oigar and Usain Tsagaan salaa of five bogs of Altai. The petroglyphs spread over an area 500 meters wide and 15 kilometers long contain a total of 8,000 years of history from the Neolithic to the Bronze Age.",,,demo/landmarks/Бага ойрог.jpeg,demo/landmarks/Бага ойрог.jpeg
1/24/2023 3:35:46,Bayan-Ölgii,Small waterfall,바가 투레그니 폭포,본 폭포는 만년설에서 흘러 나오는 아름다운 자연의 경이룸을 만들어낸 초자연에 존재한다. 폭포의 높이는 15m 이며 이곳에 있는 폭포중 제일 높은 폭포이다. ,"The waterfall originates from the snow-covered mountains and is unique in that it is located in the wild nature, which is a beautiful natural wonder. The height of the waterfall is 15 meters, and it is considered to be the highest waterfall in the province. In the surrounding mountains, Siberian firs, larch trees, and sheep curds grow, while the gorge of the Baga Turgani River is rich in brown willows and shrubs.",,,demo/landmarks/Бага түргэний хүрхрээ.jpeg,demo/landmarks/Бага түргэний хүрхрээ2.jpg
1/24/2023 3:38:34,Bayan-Ölgii,Tolbo Lake,털브 호수 ,"바양울기 아이막 중심지에서 남쪽으로 45km, 헙드 아이막 가는 길에 위치하는 호수이다. 본 호수는 남서쪽에서 부터 북쪽으로 이어져 있다. 길이는 21.5km, 넓이는 6km이다. ","Lake Tolbo is located 45 km south of Ulgii, the center of Bayan-Ulgii province, along the main road from Ulgii to Hovd city. This lake stretches from southeast to northwest. Lake depression is a tectonic, fresh water, glacial lake - the longest is 21.5 km and the width is 6 km. The water level is 2089m in the southeast of the lake, while the northwest part is 2079m near the Turgeni River. Tolbo Lake is surrounded by bare mountains with cliffs 1000-1500 meters high. Traces of ancient glaciation are clearly visible in the mountains around the lake, and now some mountain peaks such as the Hundui Mountains and Hatuu Mountains /3820 m/ have a little residual ice and snow. There are several small islands in Tolbo Lake, the largest of which is the 4 m high Mustard Head, which just protrudes from the surface of the water. The area of the lake water collection basin is 1980 square kilometers.",,,demo/landmarks/Толбо нуур.jpg,demo/landmarks/Толбо нуур2.jpg
1/24/2023 3:44:01,Bulgan,Ruins of the Black Bull,하르 보흐터,IX-X 거란족 터이다,"Dashinchilen is located in the area of Sum, 12 kilometers from the center of Sum, near the bridge over the Khar Bukh river. Locals call it Prince's Ruins and Khadaasang Ruins. The roof vases with Kidan inscriptions of the 9th and 10th centuries were found, because they were the same as those from the ruins of Chin Tolgoi, so they are considered related to the Kidan period. Looking at the ruins of the wall, it is known that it had an area of about 500 meters, including the city buildings on both sides of the main street, some of which were protected by special walls and moats. It is amazing that the building of the fortress was built by layering the volcanic rock and shale. Now here the walls of the two-story palace remain from the stupa.",,,demo/landmarks/хар бухын балгас 3.jpg,demo/landmarks/хар бухын балгас 2.jpg
1/24/2023 3:47:31,Bayan-Ölgii,Achit Lake,아치트 호수 ,해발 1464m 높이에 위치하는 호수이다. ,"A major branch of the Mongolian Altai Mountains is fed by several rivers such as Tsagaan Lake, Hatuu River, Bokh River, and Uliastai, which originate from the snow and glaciers of the Siilkhem Mountains, Turgan Mountains, and give their excess water to the Hovd River through a single river called Usan Hooi. The area of the lake is 311 square kilometers and it is 1464 meters above sea level. It is 30 kilometers long and 16 kilometers wide. Lake Achit is watered from an area of 10,500 square kilometers. The average depth of the lake is 5 meters. Achit Lake is a few terraces far from the shore, and there are signs of the water's retraction, which proves that this lake once covered a very large area.",,,demo/landmarks/ачит нуур.jpg,demo/landmarks/ачит нуур2.jpg
1/24/2023 5:48:17,Bayankhongor,White cave,차강 동굴 ,바양헝거르 아이막의 바양릭 솜에 있는 이흐벅드 산맥의 차강산에. 솜 중심지호부터 서북보로 40km 떨어져 있는 동굴이다. 차강동굴은 석회암으로 이루어졌다.  동굴 벽이 13겹으로 되어 있으며 1995년 11번째 겹을 조사한 결과 730.000년 전에 사람들이 살았다는 흔적들이 남아 있는것을 발견하였다. ,"It is located 40 km northeast of Bayanlig Sum in Bayankhongor province. The entrance to the cave faces southwest, and the cave has three main interconnected chambers. The cave is 10 m high and 8 m wide, with a total length of 32 m. Traces of human habitation 700,000 years ago were found as a result of excavations conducted in 1987, 1989, 1995, 1996, 1997, and 1998. As a result of these studies, the researchers found that Mongolia and this region of Central Asia had a warm climate during the late Quaternary period.",,,demo/landmarks/Цагаан агуй.webp,demo/landmarks/Цагаан агуй.webp
1/24/2023 5:53:41,Bayankhongor,Rock in writing,비칙트 바위,"바양헝거르 아이막의 이흐비칙트 산어귀에 있는, 지금으로부터 3.000년 전에 음각한 바위다. 소가 쟁기를 끌고 있는 모습이 학자들의 관심을 제일 많이 모아 청동기 시대 당시 사람들이 가축에 쟁기를 연결하여 그 힘으로 농사를 지었다는 것을 야기한다. ","Ancient people carved hundreds of pictures of people, animals, and seals on the rocks of Bichigt mouth of Ikh Bayan mountain, Bayanlig sum region of Bayankhongor province. It is clear that there was an area with natural geography and climatic conditions that were more suitable for human settlement than the present. Therefore, at least from the Bronze Age, approximately 3000 years BC, to the Middle Antiquity, or the eighth century of our era, the rock paintings of this mouth have been repeatedly added and pierced.",,,demo/landmarks/Бичигт хад.jpeg,demo/landmarks/бичигт хад2.jfif
