Timestamp,Aimag,Title (100),Title Korean (100),Description Korean (255),Description (255),About ,About Korean ,Cover (Link),Thumbnail (Link)
1/25/2023 5:41:36,Govisümber,Дагвасүндэл бурхан,,,"Зүүн Чойрын хийдийн туурийн арын уулын хаданд эрчүүдийн шүтээн, цог хийморийн бэлгэдэл Дагвасүндэл бурханыг бүтээхдээ Цагаан дарь эхийн хөрөгний эгц өмнөөс харуулан бүтээжээ. Дүрэлзсэн галын эрчилсэн шуурган дунд догшин сүрт дүрээр залардаг бөгөөд аймшигт догшин харц нь чөтгөр шулмыг үлдэн хөөх сайн цагийг бэлгэдсэн байдаг. Нутгийн ардууд энэ бурханд сүсэглэн мөргөсөн эр хүний айл гэрийн ноён нуруу тэгширч, цог хийморь дүүрэн сайхан амьдарна хэмээн ярилцдаг. Ийнхүү Дагвасүндэл бурхан, Цагаан дарь эх хоёр Чойр уулын хадан хананд барилдлага болон мөнхөрчээ.
",,,,https://drive.google.com/file/d/1UzGUvZVmnx_VrPc0fWGmn3C9--IOrfsc/view?usp=share_link
1/25/2023 5:44:34,Govisümber,Хүүхдийн овоо,,,"Говьсүмбэр аймгийн Чойрын богд ууланд байх овоо бөгөөд урд нь цагаан овоо хэмээн нэрлэгдэж байжээ. Ийнхүү нэрлэдэг байсны учир нь Чойрын богд уулын орчинд байх хад чулуун дунд зөвхөн энэ чулуу цагаан өнгөтэй ажээ. Одоо бол хүүхдийн овоо хэмээн нэрлэх бөгөөд энэ овоонд очсон хүүхэдгүй гэр бүлүүд сүслэн мөргөж нэг овоо босговол үр хүүхэд заяана хэмээн ярилцдаг. Тийм учраас эргэн тойронд нь олон жижиг овоо байдаг байна. Мөн эцэг эхчүүд үр хүүхдээ дагуулан очиж энэхүү цагаан овоонд мөргүүлэн тойруулж хүүхдийнхээ аз жаргалтай амьдрал, буян заяаг нь даатгадаг байна. Ийнхүү эрчүүдийн шүтээн цог хийморийн бэлгэдэл Дагвасүндэл бурхан, урт наслуулах ерөөлт бурхан Цагаан дарь эх, хүүхдэд ээлтэй Цагаан овоо гурав нь Чойрын богд уулнаа аливаа гэр бүл батжихын бэлгэдэл болон оршиж байдаг байна.",,,,https://drive.google.com/file/d/1pWoF5krnM_tIY2-iLQjDbKmX9uyHB0Te/view?usp=share_link
1/25/2023 5:54:53,Govisümber,Цоорхойн рашаан,,,Чойрын богд уулнаас баруун тийш уулын хормойд тал газарт Цоорхойн рашаан  байдаг.Цоорхойн рашаан зун тасхийм хүйтэн байх атлаа идэр есын хүйтэнд харзлан  байдаг ер бусын онцлогтой. Энэхүү рашаан нь хүний дотор эрхтэнд сайн хэмээн нутгийн иргэд амны усандаа хэрэглэж иржээ. Нутгийнхан рашаан хэмээн дээдэлж магнайдаа хүргэн амсдаг нь ариун дагшин байгалиа хайрлаж ирсэн уламжлалтай. Газрын хөрснөөс даруухан цоолдон гарч ундардаг тул цоорхой рашаан хэмээн нэрлэх болжээ,,,,Чойрын богд уулнаас баруун тийш уулын хормойд тал газарт Цоорхойн рашаан  байдаг.Цоорхойн рашаан зун тасхийм хүйтэн байх атлаа идэр есын хүйтэнд харзлан  байдаг ер бусын онцлогтой. Энэхүү рашаан нь хүний дотор эрхтэнд сайн хэмээн нутгийн иргэд амны усандаа хэрэглэж иржээ. Нутгийнхан рашаан хэмээн дээдэлж магнайдаа хүргэн амсдаг нь ариун дагшин байгалиа хайрлаж ирсэн уламжлалтай. Газрын хөрснөөс даруухан цоолдон гарч ундардаг тул цоорхой рашаан хэмээн нэрлэх болжээ
1/25/2023 5:55:35,Govi-Altai,Монгол элс ,몽골 모래,"고비알타이 아이막의 자르갈랑, 바양오올, 후흐머르트 솜 그리고 잡항아이막의 알다르항솜에 위치하는 사막이다. 잡항강을 따라 서북쪽에서 동쪽으로 약 300km 뻗어 있는 몽골의 가장 큰 사막이다. 사막의 북쪽에는 잡항강과 아직,상깅달라이,궁 등 여러 호수들이 흐르고 있다. 즉 강-호수-사막이라는 자연의 특이한 현상을 이룬다.","Говь-Алтай, Завхан аймгийн нутгийг дамнан орших 300 км үргэлжилсэн 3000 орчим ам дөрвөлжин км талбай эзлэн орших Монгол Элс нь манай улсын хамгийн том элсэн тарамцаг юм.

Элсэн хуримтлалд бөөрөг, хонхорт бөөрөг, манханжсан хонхорт бөөрөг манхан хэлхээ, цац суварган оргил бүхий өндөр манхан, бүрхэвч зэрэг хоорондоо ялгарах хотгор гүдгэрийн бүхий л хэлбэрүүд байдаг бөгөөд Монгол элсний хойд захаар Завхан гол эмжин урсахын хамт Эрээн, Ажиг, Сангийн далай, Гүн зэрэг олон нуур тогтсон байдаг нь байгалийн үзэсгэлэнт байдал эко системийн өвөрмөц хослолыг бий болгожээ.

Монгол элсэнд элсний бэлчээрийн үндсэн ургамал болох хар, цагаан суль нь хур бороо, ган гачигаас үл хамааран зөвхөн хөрсний чийгээр ургадаг онцлогтой. Иймээс ч нутгийн ард иргэд Монгол элсийг ган зудын аюулаас хамгаалдаг хэмээн их шүтдэг. Мөн домогт гардаг олгой хорхой байдаг гэж нутгийнхан үздэг байна. Монгол элсийг хөндлөн гулд туулах оролдлого хийсэн хүмүүс ор сураггүй алга болдог аж.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 6:27:39,Govi-Altai,Хасагт Хайрхан Уул ,,,"Хасагтхайрхан нь эгц цавчим хажуутай, хурц шовх оргилтой хоёр зэрэгцээ нуруунаас бүрдэх бөгөөд хойд талыг нь Хасагтхайрханы нуруу, урд талын нурууг Гурван богдын нуруу гэнэ. Нийтдээ Хасагт Богд уул, түүний залгаа Дунд Хасагтхайрхан, Зүүн Хасагтхайрхан, Богд, Дунд Богд, Зүүн Богдын нурууд нь гүн хавцал, ам хөндийгөөр олонтоо зүсэгдсэн хадат шовх оргил, байц цохио, үхэр чулуут сайр, мөстлөгийн мөлгөр чулуун дайрга, нуранги асга бүхий Алтайн сүрлэг уулсын дүр төрхийг агуулсан байдаг.
Хасагтхайрханд шохойн чулуу, гантиг чулуун том жижиг агуй хонгил цөөнгүй бий. Хасагтхайрхан нь усны сүлжээгээр баян нутаг. Оргилоос нь эх авсан гол горхи нь хавцал хөндийгөөр урсан бэлийн захад хүрч хурдас хөрсөнд шургадаг. Бэлээр нь элсэн говь орших боловч 2200-3000 метрийн өндөрт нь хээрийн бүс оршиж, түүнд 100 ам километр талбайтай ой мод байдаг. 3000 метрээс дээш өндөрт нь тагийн бүслүүр оршино. Ингэж нэг ууланд говийн бүсээс эхлээд хээр, ой тайгын бүс тохиолдох нь ховор юм.
Мүгэз, авнис, шимэрс, ортууз, хувиланги, алтан гагнуур, Алтайн жамъяанмядаг, шар болон хөх яргуй, хонхон цэцэг, холтсон цэцэг, бамбай, сөд, дэгд зэрэг цэцэгт болон өвслөг ургамал элбэг ургадаг. Шинэсэн ой, хус, улиасан төгөлтэй. Хасагт хайрхан ууланд буга, аргаль, янгир, ирвэс, суусар, хойлог, ёл, тас гэх мэт дархан цаазат ховор амьтад бий.
Хасагтхайрхан уул нь далайн төвшнөөс дээш 3578 метр өндөр. Говь-Алтай аймгийн төв Алтай хотоос 80 километрт орших Жаргалан сум нь үзэсгэлэнт уул нурууд дунд оршдог. Хойд талаар нь Хасагтхайрхан уул дүнхийнэ. Энэ уулын орчинд олон төрлийн анагаах увидастай рашаан хангай говийн хосолмол хөрсөн дээр халуун уур татуулан урсах нь нэн сонирхолтой харагддаг. Монголын их элсний нэгээхэн хэсэг нь энэ суманд байдаг.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,
1/25/2023 6:34:01,Govi-Altai,Аж Богдын Нуруу ,,,"Улаанбаатар хотоос баруун урагш 1001 км зайтай Говь-Алтай аймгийн Алтай сумын нутагт орших Аж богдын нуруу нь Монгол Алтайн нурууны салбар уул бөгөөд хамгийн өндөр оргил нь далайн төвшнөөс дээш 3802 метр өндөр. Аж богдын нурууны өврөөс Индэр, Гишүүнтэй, Их гол, ар талаас нь Урт, Дөрөлжийн голууд эх аван урсдаг. Уулын хүрэн, цайвар хүрэн, говийн бор, хужир мараат, цөлийн бор саарал хөрстэй.

Үет, буурцагт, бутлаг ургамал буюу ерхөг, хялгана, нарийн цагаан өвс, тэсэг, шөвөг, ортууз, агь, гоньд, тоорой, сухай, заг, торлог, шар мод, харгана, баглуур, бударгана, таана, хүмүүл зэрэг ургамал голлон ургадаг. Аргаль угалз, янгир, хавтгай, хулан, хар сүүлт зээр зэрэг амьтадтай. Ууландаа зун 116-138 миллиметр хур тунадас унадаг.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 6:46:51,Govi-Altai,Эрээн нуур,에렝호수,"고비알타이 아이막의 자르갈랑 솜 구역에 위치하며 사방이 사막언덕으로 둘러 싸여 있는 아름다운 호수이다. 잡항 강물이 에헹호수에 흘러 들어가 해발 1.450 m 고도에 위치하며, 크기는 4km2 이다. 에렝호수를 둘러싼 사막 언덕 넘어 푸른 초원이 이어지는 것이 자연경관을 더 돋보이게 한다. 현지인들이 ""몽골의 스위스가 훕스굴이면, 사막의 스위스가 에렝호수다""라고들 할 정도다. 에렝호수를 둘러싼 사막언덕 모래가 탁하지 않아, 강한 바람으로 모래알이 날아다니는 날에도 호수는 맑다. 더운 날에 지치고 목 마른 들이 호수를 보며 신기루가 아닌가 의심을 한다. 이 호수의 주인은 귀여운 두 꼬마 아이라는 전설이 있다. 이른 아침에 모래 위에서 놀다가 사람이 다가오면 물 속으로 들어가는데, 운이 좋아 이 두아이를 보게 되면 아이가 생긴다고 한다. ","Улаанбаатар хотоос 1150 км зайтай Говь-Алтай аймгийн Жаргалан сумын нутагт орших дөрвөн талаараа элсэн манханаар хүрээлэгдсэн хосгүй үзэсгэлэнт нуур бөгөөд Завхан голын усаар тэжээгддэг. Д.т.д 1450.5 метрт оршдог, 4 км.кв талбайтай. Эрээн нуурыг тойрон хүрээлэх элсэн манханы цаад талд хангайн бүсийг санагдуулахаар цэцэг ногоо алаглаж, зэгс, бургасанд нь усны шувууд цуглаж орчин тойрны байгалийн үзэмжийг улам нэмэгдүүлдэг. Эрээн нуур бол элсэнд дарагдалгүй тогтсон, нуурын ус руу элс нуран орсон ч булингартдаггүй өвөрмөц тогтоцтой ажээ. Салхитай өдөр элсний ширхэг бүхэн салхиар туугдан нүүр нүдгүй шуурч, элсэн манханууд нь нүүж байх шиг санагддаг хэрнээ Эрээн нуурын ус тув тунгалагаар мэлмэрч байдаг нь сонин. Ангаж цангаж яваа явуулын хүмүүс Эрээн нуурыг хараад зэрэглээнээс ус ургаад гараад ирэв үү хэмээн гайхширдаг ажээ. Аагим халуун хуурай элсэн дунд цэв цэнхэр тунгалаг нуур байна гэдэг нь өвөрмөц ертөнц юм.

Нуураас баруун тийш 6 км зайд танан цагаан өнгөөр гялтганан цайрах цагаан давс, малын хужир бүхий Дөрөө нуур элсэн манханаар тусгаарлагдаж оршино. Нуурын баруун талын хөндий болон арын их элсэн манханы орчинд хар сүүлт, цагаан зээр, чоно, үнэг, мануул, хярс байдаг. Урин дулаан цагт олон зүйлийн усны шувууд нуур усанд нь цуглаж, орчин тойронд нь таван хошуу мал багширч нуурын үзэсгэлэнг улам нэмнэ.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 7:14:54,Govi-Altai,Шаахар толгой ,,," ШААХАР ТОЛГОЙН ХАДНЫ ЗУРАГ
Говь-Алтай аймгийн Чандмань сумын нутагт орших Шаахар хэмээх жижиг хадтай толгойн зүүн урд энгэр дэх хад ан амьтан, аргаль, янгир, буга, хандгай, эртний анчид болон овог аймгуудын тамга, тэмдэг зурлагаар нэн баялаг. Мөн энд эртний түрэг бичгийн дурсгал ч бий. Энд хадны сийлмэл зурагт тохиолддог бүх дүрслэл байх ба онцлон авч үзвэл олноороо ан хийж буй анчдын дүрслэлд бүгд толгойдоо нэгэн адил арагш унжсан малгай өмссөн өөр хувцасгүй байгаа нь цэрэг эрсийг дүрсэлсэн байдалтай. Чоно, ирвэс сүүлээ өргөн харайж ан амьтныг хөөж буйг бодитой дүрсэлжээ. Шаахар толгойн хадны зураг нь олон үеийг хамарсан сэдэв, агуулгатай цаашид судалгаа хийх дурсгал юм",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 8:40:25,Darkhan-Uul,Тахилгат их Дархан уул,,,"Их Дархан уул нь Шарын гол сумын хойд талд дүнхийх д.т.д 1239 м өндөрт орших орон нутгийн тахилгат уул юм. Их Дархан уулын баруун доогуур Шарын гол урсана... Урьд цагт Дархан уул нь буга согоо,  хандгай элбэгтэй ой модоор хүрээлэгдсэн үзэсгэлэнт  сайхан уул байсан учир нутгийн ард иргэд тахин дархалжээ. Энэ уулын нэрээр аймгаа нэрлэсэн төдийгүй тус уулыг Дархан-Уул аймгийн тусгай хамгаалалтанд аваад байна.",,,,https://drive.google.com/file/d/1et2qQHZl8860PaoOQ0wP5Z6OTgjtEGsh/view?usp=share_link
1/25/2023 8:42:46,Darkhan-Uul,Дурлалын мод,,,"Дархан-Уул аймгийн нутагт Зулзаган голын амралтын бүсэд очих зам зуурт нарсан ойн дундуур явсан шороон замын дэргэд байдаг. Хоорондоо орооцолдож ургасан байдаг бөгөөд эр хүнийг бэлгэдэх мод нь арай өргөн, хүрэн өнгөтэй бол эм хүнийг бэлгэдэх мод нь арай нарийхан гоолиг, цайвар шаргал өнгөтэй байдаг байна. Хос модны дэргэд нутгийнхны босгосон жижиг овоо байдаг. Тэр овоонд ганц бие гэрлээгүй залуучууд “сайн хань заяаж хайрла” хэмээн сүслэн залбирч мөргөдөг уламжлалтай.
",,,,https://drive.google.com/file/d/1jKpTO7YG031Ft-zfouvGQ29XI4YO4ifJ/view?usp=share_link
1/25/2023 8:47:45,Darkhan-Uul,Шарын голын зосон зураг,,,"Дархан хотоос хойш 25 км орчимд Шарын голын хойд хөндийд орших жижиг нуурыг Цагаан нуур гэнэ. Нуураас зүүн тийш 5 км орчимд Шарын голын хөндий руу хойноос нь төрж орсон хадтай жижиг уул буй бөгөөд урд баруун хормойгоор нь дугуй, дөрвөлжин чулуун далантай жижиг булш 20 гаруй тааралдана. Тэрхүү уулын урд талын хясаалж тогтсон толигор хаданд эрт үед гурван хэсэг газар улаан зосоор зураг зурсныг 1980 онд А.П.Окпадников, Д.Дорж нарын удирдсан Монгол-Зөвлөлтийн түүх, соёлын хамтарсан экспедицийн чулуун зэвсгийн дурсгал судлах ангийнхан олж илрүүлжээ.",,,,https://drive.google.com/file/d/1N3QYGuGh0DU8TNjfDtxZPhLPT7r9BfO9/view?usp=share_link
1/25/2023 9:02:09,Dornogovi,Хамрын хийд ,하마르 사원 ,"이 사원은 더른고비아이막 중심인 사잉샨드시에서 45km 떨어져 있다. 19세기 유명시인인 단장랍자가 1820년 당시 17세 대 어워르하마르라는 곳에 이 사원을 설립하였다. 하마르사원은 1938년 까지, 네 부분으로 이뤄져 80칸 법당에 500 승려들이 수행하였던 홍모파사원이였다. 사원을 파괴하였을 적에 투데브 승려가 단장랍자 무덤에서 64개의 상자에 물건을 가득 담아 몰래 가져 나와 1990년까지 땅 속, 동굴 속에 묻어 놓아 감추어 52년 동안 보관해 왔다. 몽골이 시장경제사회로 전환한 후 본 사원을 다시 복원하게 되었고 그 동안 보과해 온 물건들을 제 자질에 돌려 놓았다. 현재 약 열 승려가 이곳에서 수행하고 있다. ","Улаанбаатар хотоос 521 км зайтай Дорноговь аймгийн Эрдэнэ сумын нутаг, Сайншанд хотоос урагш 38 км-т орших Хамрын хийд нь ноён хутагт Данзанравжаагийн байгуулсан Шарилын уулын 3 хийдийн нэг, түүний аж төрж, уран бүтээлээ туурвиж байсан дурсгалт газрын нэг юм. 
1821 онд байгуулагдсан энэ хийд нь Зүүн хүрээ, Баруун хүрээ, Цохон, Дүйнхэрийн гэсэн 4 хэсэгтэй. Ихэнх нь төвд , монгол хийцийн сүм дугануудтай.
Зүүн хүрээнд нь ноён хутагт голлон суудаг байсан ба энд Лаврин сүм, Авга дацан, хүүхдийн дацан сургууль, номын сангаас гадна Хамбын, Лам нарын, Шүтээний, Номчийн аймгуудтай байсан. Энд IV ноён хутагт Жамъян Ойдовжамц, VI ноён хутагт Лувсандондов нарын шарилын сүм байсан хийгээд Лаврин сүмд ноён хутагт Данзанравжаа болон дараах хутагтууд амьдран сууж байв.
Хамрын хийдэд Амаагийн гандай эргэх, цам гаргах, маань хөгжөөх зэрэг шашны зан үйл байнга болдог бас ноён хутагтын “Саран хөхөөний намтар” жүжгийг жил бүр найруулан тавьдаг байжээ.
“Саран хөхөөний намтар” дуулах дацан нь ноён хутагтын уран бүтээлийг олонд үзүүлэх зорилгоор барьсан задгай театр байв. Энэ дацан нь 3 давхар. Сүм хэлбэрийн байшинтай, 35 жангийн хэмжээтэй уг театрыг салхины урсгал тааруулж барьсан учраас үзэгчдэд жүжгийн яриа, хөгжмийн аялгуу хүрэхэд хялбар байжээ.
Хамрын хийдийн орчимд агын ёсны жарз бясалгал хийдэг арваад агуй, нутгийн ардууд хутагтын адисласан ус хэмээн нэрлэдэг ноён хутагтын гаргуулсан худаг бий. Эл худгийн усыг тэрээр ходоод, элэг дотор эрхтний гэмийг арилгахад тустай хэмээн “Рашаан булаг хэмээх адистай усны судар оршвой” гэдэг номондоо бичжээ.
1930 онд 13 дацан, 4 аймаг, 22 дуган, 2 суварга, 11 сүмтэй байсан Хамрын хийд сүм хийдийг галдан шатаасан 1937-1938 оны үед туйр болтлоо сүйджээ.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 9:25:58,Dornod,"Хэрлэн Барс хотын туурь, цамхаг",,,"Төв Азийн бүс нутагт цорын ганц үлдсэн Киданы үеийн дурсгал, Хэрлэн барс хотын туурь, цамхаг нь МЭ IX зууны үед хүчирхэгжиж байсан Kидан гүрний үетэй холбогддог. Тэр үед Киданчууд нийслэл хотоо энд байгуулахаар шаваа тавих үед нь нутгийн хүмүүс бараар далайлган айлгаж буцааснаар ийм нэрийдсэн домогтой. Судлаачид 7 метр орчим энэхүү өндөр баганыг мөн ямар нэгэн хотын харуулын цамхаг байсан гэж үздэг.

Хэрлэн барс хот нь Монгол оронд байгаа Хятаны үеийн хотын туурь балгас юм. Энэхүү балгас нь Дорнод аймгийн Цагаан-Овоо сумын нутагт Чойбалсан хотоос баруун тийш 12 км-т хэрлэн голын эрэгт оршино.",,,https://drive.google.com/file/d/1sTgQ2LGIjPvIfp2UWSuzjHTQwUSQYSJi/view?usp=share_link,https://drive.google.com/file/d/1tPdsSFHWq7Q3Fu53eJFX_CkNyvJRf_Gs/view?usp=share_link
1/25/2023 9:29:35,Dornogovi,Цагаан Дарь Эх ,,,Зүүн жанжин Чойрын хийдийн Цогчин дугана байсан газраас холгүй арын Цагаан Дарь эх хэмээх хадны бурхан бий. Энэхүү бурхныг маш эртний галбын барзгар боржин чулуун хадны элгэн биеэс ургуулах мэт товойлгон долоон тохой хагас талбайд товойлгож сийлсэн нь бусдаас ялгагдах ур хийц юм. 1828 онд Зүүн Чойрын хийдийн орчимд хэжиг өвчин дэлгэрч лам хар олон хүний аминд хүрсэн гэдэг.Иймд энэ өвчнийг дарах арга хайсан нутгийн ардууд урт наслуулахын ерөөлт бурхан Цагаан Дарь эхийг Чойр дацангийн дуганы гол хаалга чиглүүлж уран бурханчаар бүтээлгэвэл дарагдана гэснээр уул хадаар хэрэн хэсэж бурхан бүтээж явдаг нэгэн бурханч ламыг залж энэхүү бурхныг хийдийн гол дуганыг чиглэн байрлах боржин хадан дээр бүтээлгэсэнд халуун хэжиг өвчин дарагдсан гэдэг ,,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/25/2023 9:33:20,Dornod,Буйр нуур,보르 호수,"호수의 크기는 615km2 이다, 몽골 서부에 있는 호수 중에 제일 큰 담수호이다. 길이는 40km, 넓이는 21km, 호숫가 총 길이는 113km이다. 평균 수심은 6-10m이며, 가장 깊은 곳에서는 10-50m에 이른다. 보르호수 물은 함수탄산염, 염화나트륨, 칼슘 등을 함유하고 있다, ","Аймгийн төвөөс 336км. Нүд унагам үзэсгэлэнт байгалтай уг нутаг нь байгаль болон түүхийн хувьд заавал үзэх ёстой газрын нэг. Хамгийн гүн хэсэгтээ 10-50 метр хүрдэг уг нууранд Халх гол цутгаж, Оршуун гол эх авч гардаг болохоор эргийн дагуу бургас, нишингэ ургасан байдаг. Нуурын өмнөд эрэг хавиар түрэлт давлагаагаар үүссэн 3-5 метр өндөр элсэн далан үргэлжлэх бөгөөд тэдгээрийн завсар хооронд жижиг нуурууд тогтож зарим нь үндсэн нууртайгаа холбогддог маш цэнгэг устай нуур юм.",,,https://drive.google.com/file/d/1K6LC1WQS1pEbGKMaV24kwzKNS51xTurj/view?usp=share_link,https://drive.google.com/file/d/1K6LC1WQS1pEbGKMaV24kwzKNS51xTurj/view?usp=share_link
1/25/2023 9:40:10,,"Сүйхэнт уул, Өлгий хийд ",,,"Дорноговь аймгийн Мандах сумын нутагт орших Өлгий хийд 1745 онд байгуулагдсан бөгөөд тухайн цаг үедээ 1000 гаруй ламтай байжээ.Тус хийд нь Өлгий уулын бэлд, уул руугаа түрж орсон байдалтай, баруун хойд талаараа Баян-Улаан хэмээх рашаан ус бүхий уулс, зүүн хойд талаараа Хорго хайрхан уул, урд талаараа Эргэлийн зоогоор хүрээлэгдсэн байдаг.Гол дуганыхаа ард даяан хийж бясалгадаг агуйтай. 1936 онд тус хийдийн 20 гаруй толгой ламыг баривчилж эхэлснээр улс төрийн эсэргүү нарын бүлгэм хэмээх хэрэг тулган 1792 тоот хавтаст хэрэг нээж ихэнх лам нарыг буудан хороожээ.
Эл төв нь Өлгий хийд буюу сөнөсөн хот юм. Монголын нутагт сөнөж мөхөж устсан олон арван хот суурингууд байдаг ч тэдгээрийг сөнөсөн хот гэж нэрлэдэггүй бөгөөд гагцхүү энэ хийдийг сөнөсөн хот гэж нэрлэдэг байна.Сөнөсөн хотын талаар хүмүүс их сонирхож асуудаг боловч энэ талаархи материал маш хомс байдаг.Энэ хийд нь 1745 онд байгуулагдаж 1937 оны их хэлмэгдүүлэлтийн үед устгагдсан байдаг.Өлгий хийд нь ид хөгжилийнхөө үед 1000 гаруй ламтай, таван дацантай говийн томоохон хийдүүдийн нэг байжээ.",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/26/2023 2:41:41,Dornogovi,Цонжийн Чулуу ,,,"Сумын төвөөс зүүн хойш 55  км-т орших Цонж толгой нь зургаан талт босоо гонзгой бие биедээ наалдан ургасан  зургаан талт  харандаа мэт сонин сайхан тогтоцтой цэнхэр чулуу, байгаль эхийн уран чамин урлалт   жижиг уул юм.Эрт  үед  энэ чулуунаас ухаж авч байсан ул мөр бий. Ухсан  хэсэг нь 3-4 метр гүнзгий жигд хэмжээтэй, нарийхан, урт шулуун чулууны багц бөгөөд дээрээс нь харахад зүсмэл чулуун шал мэт.
Хүний гараар бүтээсэн 6 талт баганууд мэт хүрмэн хөх чулуун байц хадууд , өндөр нь 6-7 м, өргөн нь 15-20 см хөх хүрмэн чулуу юм. Асар их даралтад орж ийм багана үүсч талсжсан хэрэг. Үүнийг нутгийнхан “Цонжийн чулуу “ гэдэг.  Энэ өмөрмөц уулыг аймгийн байгалийн нөөц газрын тусгай хамгаалалтад  1988 онд 18,0 га талбайтайгаар бүртгэн авсан байна. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/26/2023 3:09:19,Dornogovi,Бүрдэнэ ус Мөнхийн булаг ,,,"Дорноговь аймгийн Эрдэнэ сумын төвөөс баруун урагш 27 км зайтай оршдог. 11 га талбай бүхий элсэн манхан, булаг ус, говь нутгийн үзэсгэлэн болсон баянбүрд юм.  Эгц өндөр элсэн манхан дотор 108 булагтай, зүлэг ширэгтэй, худагтай, мод буттай байгалийн маш үзэсгэлэнтэй газар юм. Харахад ус бүхий баянбүрд шиг ердийн элсэн манхан боловч элснийх нь ид шид гайхагдсаар иржээ. Говийн догшин ноён хутагт Д.Равжаа өөрийн лам нараа дагуулан ирж 108 булаг тус бүрд ном уншуулан лүйжин тавьдаг зоч лам нарыг бэлтгэдэг байсан бөгөөд лүйжинч лам нар 3-7 хоног бясалгал үйлддэг байжээ. (Лүйжин гэдэг нь бие хэл сэтгэлийн элдэв бузар, мууг арилгахад үдэш бүрэнхийгээр уншдаг ном) Бүрдэнэ булагийн хойд талд байх хайрханыг Догмиддорж хэмээх ба уулын энгэрт жижиг хийдийн туурь бий
лсний чанар нь бөөрний түүдгэнцэр, дэвшинцэрийн хурц архаг үрэвсэл зэргийг анагаах увидастай болох нь тогтоогдсон байна. Мөн сумын төвөөс  38 км зайтай Адрамгийн уулын баруун хэсэгт ар тийш харсан хайлаас модтой аманд байдаг мөнхийн устай булаг бий. Энэхүү уулын аманд ан амьтан төрөл бүрийн хорхой, мөлхөгчид элбэг байдаг. Нэгэн домгоос үзвэл, нэгэн цагт хагархай Мөнх гэдэг хүн алга болж хэд хоногийн дараа булгийн усан дээр малгай, тамхины уут зэрэг нь хөвж байсан учир энэ хүний нэрээр нэрлэсэн гэх.
Булаг нь ширгэдэггүй. Учир нь мөнх устай гэснээс нэрлэгдсэн байж болох учиртай. Энд байгалийн янз бүрийн элемент, хортой, хоргүй аварга болон суман могой элбэг байдаг  гэдэг. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
